Date,USDCNY
2021-07-11,6.478
2021-07-12,6.4746
2021-07-13,6.4675
2021-07-14,6.4683
2021-07-15,6.4601
2021-07-18,6.4782
2021-07-19,6.4894
2021-07-20,6.4839
2021-07-21,6.467
2021-07-22,6.4697
2021-07-25,6.4804
2021-07-26,6.4817
2021-07-27,6.5097
2021-07-28,6.4894
2021-07-29,6.4553
2021-08-01,6.4605
2021-08-02,6.461
2021-08-03,6.4692
2021-08-04,6.4652
2021-08-05,6.4603
2021-08-08,6.4825
2021-08-09,6.4852
2021-08-10,6.4849
2021-08-11,6.4782
2021-08-12,6.4783
2021-08-15,6.4764
2021-08-16,6.4736
2021-08-17,6.4851
2021-08-18,6.4832
2021-08-19,6.4937
2021-08-22,6.4916
2021-08-23,6.48
2021-08-24,6.4699
2021-08-25,6.4749
2021-08-26,6.4805
2021-08-29,6.4708
2021-08-30,6.4651
2021-08-31,6.4596
2021-09-01,6.459
2021-09-02,6.4554
2021-09-05,6.4519
2021-09-06,6.4567
2021-09-07,6.4655
2021-09-08,6.4607
2021-09-09,6.4543
2021-09-12,6.4434
2021-09-13,6.4508
2021-09-14,6.4383
2021-09-15,6.4314
2021-09-16,6.4566
2021-09-19,6.4652
2021-09-20,6.465
2021-09-21,6.466
2021-09-22,6.4608
2021-09-23,6.4579
2021-09-26,6.4657
2021-09-27,6.456
2021-09-28,6.459
2021-09-29,6.4696
2021-09-30,6.4455
2021-10-03,6.4457
2021-10-04,6.4452
2021-10-05,6.4452
2021-10-06,6.4452
2021-10-07,6.4452
2021-10-10,6.4423
2021-10-11,6.4496
2021-10-12,6.448
2021-10-13,6.4266
2021-10-14,6.439
2021-10-17,6.4348
2021-10-18,6.4289
2021-10-19,6.3818
2021-10-20,6.3929
2021-10-21,6.3918
2021-10-24,6.3839
2021-10-25,6.3847
2021-10-26,6.3815
2021-10-27,6.3916
2021-10-28,6.3904
2021-10-31,6.4047
2021-11-01,6.3962
2021-11-02,6.3989
2021-11-03,6.4062
2021-11-04,6.3964
2021-11-07,6.3979
2021-11-08,6.3916
2021-11-09,6.3917
2021-11-10,6.3881
2021-11-11,6.3895
2021-11-14,6.3786
2021-11-15,6.3821
2021-11-16,6.3911
2021-11-17,6.3769
2021-11-18,6.385
2021-11-21,6.3862
2021-11-22,6.3843
2021-11-23,6.3908
2021-11-24,6.3918
2021-11-25,6.386
2021-11-28,6.392
2021-11-29,6.387
2021-11-30,6.3632
2021-12-01,6.3673
2021-12-02,6.3756
2021-12-05,6.3753
2021-12-06,6.3748
2021-12-07,6.3663
2021-12-08,6.3437
2021-12-09,6.3765
2021-12-12,6.36
2021-12-13,6.3655
2021-12-14,6.3665
2021-12-15,6.3665
2021-12-16,6.3672
2021-12-19,6.374
2021-12-20,6.3746
2021-12-21,6.3706
2021-12-22,6.3691
2021-12-23,6.3688
2021-12-26,6.3666
2021-12-27,6.3698
2021-12-28,6.3672
2021-12-29,6.3673
2021-12-30,6.3721
2022-01-02,6.3549
2022-01-03,6.3551
2022-01-04,6.3543
2022-01-05,6.354
2022-01-06,6.3819
2022-01-09,6.3762
2022-01-10,6.3739
2022-01-11,6.3729
2022-01-12,6.3576
2022-01-13,6.3581
2022-01-16,6.3515
2022-01-17,6.3467
2022-01-18,6.3522
2022-01-19,6.3435
2022-01-20,6.3395
2022-01-23,6.3377
2022-01-24,6.3298
2022-01-25,6.3265
2022-01-26,6.3196
2022-01-27,6.3669
2022-01-30,6.351
2022-01-31,6.3595
2022-02-01,6.3595
2022-02-02,6.3595
2022-02-03,6.3595
2022-02-06,6.3595
2022-02-07,6.3523
2022-02-08,6.3657
2022-02-09,6.3614
2022-02-10,6.3526
2022-02-13,6.3531
2022-02-14,6.3559
2022-02-15,6.338
2022-02-16,6.3356
2022-02-17,6.3358
2022-02-20,6.3242
2022-02-21,6.3342
2022-02-22,6.3253
2022-02-23,6.3123
2022-02-24,6.3268
2022-02-27,6.316
2022-02-28,6.3084
2022-03-01,6.3115
2022-03-02,6.3196
2022-03-03,6.3192
2022-03-06,6.3167
2022-03-07,6.3193
2022-03-08,6.3176
2022-03-09,6.3166
2022-03-10,6.3208
2022-03-13,6.3387
2022-03-14,6.3645
2022-03-15,6.3691
2022-03-16,6.3512
2022-03-17,6.3455
2022-03-20,6.3602
2022-03-21,6.3545
2022-03-22,6.3653
2022-03-23,6.3713
2022-03-24,6.3663
2022-03-27,6.3652
2022-03-28,6.3707
2022-03-29,6.3631
2022-03-30,6.3462
2022-03-31,6.3389
2022-04-03,6.3621
2022-04-04,6.3624
2022-04-05,6.3631
2022-04-06,6.3585
2022-04-07,6.3597
2022-04-10,6.364
2022-04-11,6.3687
2022-04-12,6.365
2022-04-13,6.3672
2022-04-14,6.3774
2022-04-17,6.3702
2022-04-18,6.3662
2022-04-19,6.3924
2022-04-20,6.4177
2022-04-21,6.4493
2022-04-24,6.5003
2022-04-25,6.5579
2022-04-26,6.5563
2022-04-27,6.5595
2022-04-28,6.6253
2022-05-01,6.6075
2022-05-02,6.6075
2022-05-03,6.6074
2022-05-04,6.6075
2022-05-05,6.6546
2022-05-08,6.6656
2022-05-09,6.7298
2022-05-10,6.7336
2022-05-11,6.7207
2022-05-12,6.7859
2022-05-15,6.788
2022-05-16,6.7851
2022-05-17,6.7362
2022-05-18,6.7534
2022-05-19,6.7121
2022-05-22,6.692
2022-05-23,6.6498
2022-05-24,6.653
2022-05-25,6.6917
2022-05-26,6.7378
2022-05-29,6.6976
2022-05-30,6.6603
2022-05-31,6.6717
2022-06-01,6.6852
2022-06-02,6.6592
2022-06-05,6.6593
2022-06-06,6.6529
2022-06-07,6.6697
2022-06-08,6.6827
2022-06-09,6.6908
2022-06-12,6.7079
2022-06-13,6.7535
2022-06-14,6.7395
2022-06-15,6.7123
2022-06-16,6.7034
2022-06-19,6.7157
2022-06-20,6.6914
2022-06-21,6.6884
2022-06-22,6.7011
2022-06-23,6.6973
2022-06-26,6.6888
2022-06-27,6.6907
2022-06-28,6.7073
2022-06-29,6.6998
2022-06-30,6.6982
2022-07-03,6.7005
2022-07-04,6.6986
2022-07-05,6.7188
2022-07-06,6.7065
2022-07-07,6.7005
2022-07-10,6.6943
2022-07-11,6.7172
2022-07-12,6.7233
2022-07-13,6.7176
2022-07-14,6.7552
2022-07-17,6.7565
2022-07-18,6.7423
2022-07-19,6.7437
2022-07-20,6.7549
2022-07-21,6.7656
2022-07-24,6.7505
2022-07-25,6.7495
2022-07-26,6.7623
2022-07-27,6.7574
2022-07-28,6.7458
2022-07-31,6.7432
2022-08-01,6.7677
2022-08-02,6.7518
2022-08-03,6.757
2022-08-04,6.7478
2022-08-07,6.7609
2022-08-08,6.7499
2022-08-09,6.7517
2022-08-10,6.7228
2022-08-11,6.7436
2022-08-14,6.7418
2022-08-15,6.772
2022-08-16,6.7874
2022-08-17,6.7799
2022-08-18,6.7846
2022-08-21,6.8157
2022-08-22,6.8479
2022-08-23,6.8336
2022-08-24,6.8585
2022-08-25,6.8483
2022-08-28,6.8708
2022-08-29,6.907
2022-08-30,6.9108
2022-08-31,6.8889
2022-09-01,6.9055
2022-09-04,6.899
2022-09-05,6.9331
2022-09-06,6.9531
2022-09-07,6.9653
2022-09-08,6.9565
2022-09-11,6.9255
2022-09-12,6.925
2022-09-13,6.9241
2022-09-14,6.961
2022-09-15,6.993
2022-09-18,6.979
2022-09-19,7.0056
2022-09-20,7.0172
2022-09-21,7.0479
2022-09-22,7.0766
2022-09-25,7.1274
2022-09-26,7.148
2022-09-27,7.1768
2022-09-28,7.199
2022-09-29,7.1239
2022-10-02,7.115
2022-10-03,7.1149
2022-10-04,7.115
2022-10-05,7.115
2022-10-06,7.115
2022-10-09,7.115
2022-10-10,7.1536
2022-10-11,7.1644
2022-10-12,7.1741
2022-10-13,7.1695
2022-10-16,7.19
2022-10-17,7.1955
2022-10-18,7.2006
2022-10-19,7.2273
2022-10-20,7.2158
2022-10-23,7.2428
2022-10-24,7.2619
2022-10-25,7.3038
2022-10-26,7.1719
2022-10-27,7.2279
2022-10-30,7.2514
2022-10-31,7.3018
2022-11-01,7.2766
2022-11-02,7.2887
2022-11-03,7.3008
2022-11-06,7.1751
2022-11-07,7.2288
2022-11-08,7.2482
2022-11-09,7.2408
2022-11-10,7.1859
2022-11-13,7.1071
2022-11-14,7.0729
2022-11-15,7.043
2022-11-16,7.0872
2022-11-17,7.1562
2022-11-20,7.1189
2022-11-21,7.1642
2022-11-22,7.1393
2022-11-23,7.1658
2022-11-24,7.1503
2022-11-27,7.1705
2022-11-28,7.2071
2022-11-29,7.1594
2022-11-30,7.0762
2022-12-01,7.0437
2022-12-04,7.0239
2022-12-05,6.9609
2022-12-06,6.9949
2022-12-07,6.9726
2022-12-08,6.9663
2022-12-11,6.9566
2022-12-12,6.9765
2022-12-13,6.9434
2022-12-14,6.9499
2022-12-15,6.9722
2022-12-18,6.9721
2022-12-19,6.9786
2022-12-20,6.9608
2022-12-21,6.9806
2022-12-22,6.983
2022-12-25,6.9887
2022-12-26,6.9612
2022-12-27,6.959
2022-12-28,6.9776
2022-12-29,6.9631
2023-01-01,6.8969
2023-01-02,6.8971
2023-01-03,6.9141
2023-01-04,6.8878
2023-01-05,6.8815
2023-01-08,6.8374
2023-01-09,6.771
2023-01-10,6.7774
2023-01-11,6.769
2023-01-12,6.7378
2023-01-15,6.7018
2023-01-16,6.7325
2023-01-17,6.7724
2023-01-18,6.7471
2023-01-19,6.7758
2023-01-22,6.7826
2023-01-23,6.783
2023-01-24,6.7835
2023-01-25,6.7829
2023-01-26,6.7825
2023-01-29,6.7824
2023-01-30,6.7478
2023-01-31,6.7536
2023-02-01,6.7408
2023-02-02,6.7315
2023-02-05,6.7742
2023-02-06,6.794
2023-02-07,6.7912
2023-02-08,6.7882
2023-02-09,6.7797
2023-02-12,6.8083
2023-02-13,6.8219
2023-02-14,6.8259
2023-02-15,6.8519
2023-02-16,6.8597
2023-02-19,6.8576
2023-02-20,6.8541
2023-02-21,6.8725
2023-02-22,6.8913
2023-02-23,6.907
2023-02-26,6.955
2023-02-27,6.9439
2023-02-28,6.9323
2023-03-01,6.868
2023-03-02,6.9138
2023-03-05,6.9068
2023-03-06,6.9294
2023-03-07,6.9614
2023-03-08,6.9503
2023-03-09,6.9636
2023-03-12,6.9052
2023-03-13,6.8446
2023-03-14,6.8705
2023-03-15,6.9059
2023-03-16,6.8975
2023-03-19,6.8861
2023-03-20,6.8777
2023-03-21,6.883
2023-03-22,6.8792
2023-03-23,6.8184
2023-03-26,6.867
2023-03-27,6.8844
2023-03-28,6.8733
2023-03-29,6.8856
2023-03-30,6.8704
2023-04-02,6.868
2023-04-03,6.8773
2023-04-04,6.8788
2023-04-05,6.8785
2023-04-06,6.8749
2023-04-09,6.8693
2023-04-10,6.8811
2023-04-11,6.8855
2023-04-12,6.8737
2023-04-13,6.8678
2023-04-16,6.8704
2023-04-17,6.8788
2023-04-18,6.8749
2023-04-19,6.8851
2023-04-20,6.8721
2023-04-23,6.8925
2023-04-24,6.8949
2023-04-25,6.9316
2023-04-26,6.9258
2023-04-27,6.9223
2023-04-30,6.9111
2023-05-01,6.911
2023-05-02,6.9106
2023-05-03,6.9106
2023-05-04,6.9057
2023-05-07,6.9095
2023-05-08,6.9115
2023-05-09,6.9194
2023-05-10,6.9322
2023-05-11,6.9477
2023-05-14,6.9573
2023-05-15,6.9516
2023-05-16,6.9766
2023-05-17,6.9971
2023-05-18,7.0351
2023-05-21,7.0069
2023-05-22,7.0309
2023-05-23,7.0564
2023-05-24,7.0598
2023-05-25,7.0774
2023-05-28,7.0548
2023-05-29,7.0723
2023-05-30,7.079
2023-05-31,7.1108
2023-06-01,7.093
2023-06-04,7.0838
2023-06-05,7.105
2023-06-06,7.1188
2023-06-07,7.1288
2023-06-08,7.1112
2023-06-11,7.1276
2023-06-12,7.1446
2023-06-13,7.1665
2023-06-14,7.1626
2023-06-15,7.1199
2023-06-18,7.1256
2023-06-19,7.1604
2023-06-20,7.1808
2023-06-21,7.1784
2023-06-22,7.1785
2023-06-25,7.1785
2023-06-26,7.2365
2023-06-27,7.2187
2023-06-28,7.2434
2023-06-29,7.2518
2023-07-02,7.2424
2023-07-03,7.2398
2023-07-04,7.2135
2023-07-05,7.2464
2023-07-06,7.2492
2023-07-09,7.2113
2023-07-10,7.2306
2023-07-11,7.2092
2023-07-12,7.1653
2023-07-13,7.15
2023-07-16,7.1403
2023-07-17,7.1706
2023-07-18,7.1793
2023-07-19,7.2259
2023-07-20,7.1765
2023-07-23,7.1779
2023-07-24,7.1853
2023-07-25,7.1354
2023-07-26,7.15
2023-07-27,7.1731
2023-07-30,7.1028
2023-07-31,7.0957
2023-08-01,7.1765
2023-08-02,7.1904
2023-08-03,7.1628
2023-08-06,7.1312
2023-08-07,7.1923
2023-08-08,7.2157
2023-08-09,7.2086
2023-08-10,7.2147
2023-08-13,7.1923
2023-08-14,7.2573
2023-08-15,7.2815
2023-08-16,7.297
2023-08-17,7.2804
2023-08-20,7.2807
2023-08-21,7.198
2023-08-22,7.2924
2023-08-23,7.1705
2023-08-24,7.2765
2023-08-27,7.289
2023-08-28,7.2891
2023-08-29,7.2794
2023-08-30,7.2836
2023-08-31,7.2569
2023-09-03,7.1401
2023-09-04,7.2719
2023-09-05,7.3034
2023-09-06,7.3159
2023-09-07,7.3278
2023-09-10,7.2324
2023-09-11,7.288
2023-09-12,7.2909
2023-09-13,7.2688
2023-09-14,7.2759
2023-09-17,7.2739
2023-09-18,7.2906
2023-09-19,7.2956
2023-09-20,7.286
2023-09-21,7.3065
2023-09-24,7.2975
2023-09-25,7.3099
2023-09-26,7.3107
2023-09-27,7.3081
2023-09-28,7.2999
2023-10-01,7.1636
2023-10-02,7.1799
2023-10-03,7.1943
2023-10-04,7.2003
2023-10-05,7.1977
2023-10-08,7.3005
2023-10-09,7.2904
2023-10-10,7.295
2023-10-11,7.2987
2023-10-12,7.3015
2023-10-15,7.1681
2023-10-16,7.3093
2023-10-17,7.3117
2023-10-18,7.3135
2023-10-19,7.3112
2023-10-22,7.3154
2023-10-23,7.3141
2023-10-24,7.309
2023-10-25,7.3157
2023-10-26,7.3149
2023-10-29,7.1587
2023-10-30,7.3121
2023-10-31,7.3155
2023-11-01,7.3159
2023-11-02,7.3141
2023-11-05,7.2985
2023-11-06,7.2686
2023-11-07,7.2781
2023-11-08,7.2793
2023-11-09,7.2823
2023-11-12,7.1818
2023-11-13,7.289
2023-11-14,7.2521
2023-11-15,7.2458
2023-11-16,7.241
2023-11-19,7.2097
2023-11-20,7.1675
2023-11-21,7.0869
2023-11-22,7.1542
2023-11-23,7.0858
2023-11-26,7.0819
2023-11-27,7.1303
2023-11-28,7.0638
2023-11-29,7.0789
2023-11-30,7.0754
2023-12-03,7.0618
2023-12-04,7.1352
2023-12-05,7.1456
2023-12-06,7.1446
2023-12-07,7.1488
2023-12-10,7.1266
2023-12-11,7.1742
2023-12-12,7.176
2023-12-13,7.1717
2023-12-14,7.067
2023-12-17,7.0705
2023-12-18,7.132
2023-12-19,7.0676
2023-12-20,7.1341
2023-12-21,7.1385
2023-12-24,7.0833
2023-12-25,7.1355
2023-12-26,7.1424
2023-12-27,7.1402
2023-12-28,7.107
2023-12-31,7.0686
2024-01-01,7.0686
2024-01-02,7.0896
2024-01-03,7.0989
2024-01-04,7.11
2024-01-07,7.0925
2024-01-08,7.09
2024-01-09,7.1016
2024-01-10,7.1704
2024-01-11,7.1031
2024-01-14,7.1006
2024-01-15,7.097
2024-01-16,7.1165
2024-01-17,7.1145
2024-01-18,7.115
2024-01-21,7.1071
2024-01-22,7.1927
2024-01-23,7.0776
2024-01-24,7.082
2024-01-25,7.0811
2024-01-28,7.0866
2024-01-29,7.0845
2024-01-30,7.0941
2024-01-31,7.1007
2024-02-01,7.0885
2024-02-04,7.1126
2024-02-05,7.1085
2024-02-06,7.1001
2024-02-07,7.1011
2024-02-08,7.107
2024-02-11,7.179
2024-02-12,7.1922
2024-02-13,7.1887
2024-02-14,7.1759
2024-02-15,7.1639
2024-02-18,7.1186
2024-02-19,7.1972
2024-02-20,7.1897
2024-02-21,7.1881
2024-02-22,7.1933
2024-02-25,7.1944
2024-02-26,7.1963
2024-02-27,7.1974
2024-02-28,7.196
2024-02-29,7.1872
2024-03-03,7.1958
2024-03-04,7.1989
2024-03-05,7.196
2024-03-06,7.1959
2024-03-07,7.1923
2024-03-10,7.1852
2024-03-11,7.1838
2024-03-12,7.181
2024-03-13,7.1866
2024-03-14,7.1922
2024-03-17,7.195
2024-03-18,7.1972
2024-03-19,7.198
2024-03-20,7.1976
2024-03-21,7.1982
2024-03-24,7.2281
2024-03-25,7.2084
2024-03-26,7.2177
2024-03-27,7.2258
2024-03-28,7.2265
2024-03-31,7.2203
2024-04-01,7.2297
2024-04-02,7.2324
2024-04-03,7.2344
2024-04-04,7.2339
2024-04-07,7.2314
2024-04-08,7.2297
2024-04-09,7.2307
2024-04-10,7.2315
2024-04-11,7.2359
2024-04-14,7.2356
2024-04-15,7.237
2024-04-16,7.2362
2024-04-17,7.2374
2024-04-18,7.2367
2024-04-21,7.2394
2024-04-22,7.2425
2024-04-23,7.2445
2024-04-24,7.2442
2024-04-25,7.2386
2024-04-28,7.2446
2024-04-29,7.2377
2024-04-30,7.2407
2024-05-01,7.2399
2024-05-02,7.2384
2024-05-05,7.2362
2024-05-06,7.208
2024-05-07,7.2184
2024-05-08,7.2238
2024-05-09,7.2187
2024-05-12,7.2258
2024-05-13,7.2323
2024-05-14,7.2323
2024-05-15,7.2177
2024-05-16,7.217
2024-05-19,7.2227
2024-05-20,7.2317
2024-05-21,7.2376
2024-05-22,7.2403
2024-05-23,7.2415
2024-05-26,7.2415
2024-05-27,7.2415
2024-05-28,7.245
2024-05-29,7.2494
2024-05-30,7.2335
2024-06-02,7.241
2024-06-03,7.242
2024-06-04,7.242
2024-06-05,7.2467
2024-06-06,7.2441
2024-06-09,7.2468
2024-06-10,7.2468
2024-06-11,7.2467
2024-06-12,7.2381
2024-06-13,7.2516
2024-06-16,7.2543
2024-06-17,7.255
2024-06-18,7.2527
2024-06-19,7.2563
2024-06-20,7.2591
2024-06-23,7.2592
2024-06-24,7.2577
2024-06-25,7.2614
2024-06-26,7.2635
2024-06-27,7.2672
2024-06-30,7.2658
2024-07-01,7.2669
2024-07-02,7.2694
2024-07-03,7.2686
2024-07-04,7.2658
2024-07-07,7.2678
2024-07-08,7.2671
2024-07-09,7.2717
2024-07-10,7.2745
2024-07-11,7.2548
2024-07-14,7.2494
2024-07-15,7.2589
2024-07-16,7.1379
2024-07-17,7.2594
2024-07-18,7.2589
2024-07-21,7.269
2024-07-22,7.2727
2024-07-23,7.2743
2024-07-24,7.2612
2024-07-25,7.2301
2024-07-28,7.2501
2024-07-29,7.2583
2024-07-30,7.2507
2024-07-31,7.2172
2024-08-01,7.2428
2024-08-04,7.1572
2024-08-05,7.1202
2024-08-06,7.1563
2024-08-07,7.1803
2024-08-08,7.1737
2024-08-11,7.1663
2024-08-12,7.174
2024-08-13,7.1529
2024-08-14,7.1373
2024-08-15,7.1734
2024-08-18,7.164
2024-08-19,7.1405
2024-08-20,7.132
2024-08-21,7.1318
2024-08-22,7.1444
2024-08-25,7.124
2024-08-26,7.1181
2024-08-27,7.1231
2024-08-28,7.1243
2024-08-29,7.0955
2024-09-01,7.0921
2024-09-02,7.1166
2024-09-03,7.1204
2024-09-04,7.1119
2024-09-05,7.0913
2024-09-08,7.0879
2024-09-09,7.1136
2024-09-10,7.1208
2024-09-11,7.1197
2024-09-12,7.1166
2024-09-15,7.0927
2024-09-16,7.0925
2024-09-17,7.0925
2024-09-18,7.081
2024-09-19,7.067
2024-09-22,7.0509
2024-09-23,7.0513
2024-09-24,7.0302
2024-09-25,7.0323
2024-09-26,7.009
2024-09-29,7.0103
2024-09-30,7.0175
2024-10-01,7.0304
2024-10-02,7.0377
2024-10-03,7.0451
2024-10-06,7.0175
2024-10-07,7.0191
2024-10-08,7.0578
2024-10-09,7.0801
2024-10-10,7.0801
2024-10-13,7.0652
2024-10-14,7.0872
2024-10-15,7.1178
2024-10-16,7.1184
2024-10-17,7.123
2024-10-20,7.1008
2024-10-21,7.118
2024-10-22,7.1217
2024-10-23,7.1253
2024-10-24,7.1187
2024-10-27,7.1201
2024-10-28,7.1275
2024-10-29,7.1301
2024-10-30,7.1148
2024-10-31,7.1185
2024-11-03,7.1217
2024-11-04,7.0978
2024-11-05,7.1022
2024-11-06,7.1753
2024-11-07,7.1598
